,date,partialPct,demographic_value
725,2021-02-13,0.06524733876017533,Black
724,2021-02-14,0.06537257357545398,Black
723,2021-02-15,0.06574827802128992,Black
722,2021-02-16,0.06687539135879775,Black
721,2021-02-17,0.06775203506574828,Black
720,2021-02-18,0.07075767063243582,Black
719,2021-02-19,0.07451471509079524,Black
718,2021-02-20,0.07689417658108955,Black
717,2021-02-21,0.07689417658108955,Black
716,2021-02-22,0.07764558547276143,Black
715,2021-02-23,0.07852222917971197,Black
714,2021-02-24,0.07989981214777708,Black
713,2021-02-25,0.08115216030056356,Black
712,2021-02-26,0.08340638697557921,Black
711,2021-02-27,0.08478396994364433,Black
710,2021-02-28,0.08515967438948027,Black
709,2021-03-01,0.08904195366311835,Black
708,2021-03-02,0.09304946775203507,Black
707,2021-03-03,0.09830932999373826,Black
706,2021-03-04,0.1013149655604258,Black
705,2021-03-05,0.10569818409517846,Black
704,2021-03-06,0.108703819661866,Black
703,2021-03-07,0.1092047589229806,Black
702,2021-03-08,0.11195992485911083,Black
701,2021-03-09,0.11458985597996243,Black
700,2021-03-10,0.1160926737633062,Black
699,2021-03-11,0.12160300563556668,Black
698,2021-03-12,0.12686286787726989,Black
697,2021-03-13,0.13199749530369442,Black
696,2021-03-14,0.13287413901064496,Black
695,2021-03-15,0.13525360050093926,Black
694,2021-03-16,0.13963681903569192,Black
693,2021-03-17,0.14364433312460864,Black
692,2021-03-18,0.15178459611772072,Black
691,2021-03-19,0.15879774577332498,Black
690,2021-03-20,0.16155291170945524,Black
689,2021-03-21,0.1625547902316844,Black
688,2021-03-22,0.16430807764558547,Black
687,2021-03-23,0.16981840951784596,Black
686,2021-03-24,0.17532874139010646,Black
685,2021-03-25,0.18058860363180965,Black
684,2021-03-26,0.18459611772072637,Black
683,2021-03-27,0.18697557921102068,Black
682,2021-03-28,0.1894802755165936,Black
681,2021-03-29,0.1949906073888541,Black
680,2021-03-30,0.20225422667501566,Black
679,2021-03-31,0.2100187852222918,Black
678,2021-04-01,0.21603005635566688,Black
677,2021-04-02,0.221665623043206,Black
676,2021-04-03,0.22617407639323733,Black
675,2021-04-04,0.22680025046963057,Black
674,2021-04-05,0.22917971195992487,Black
673,2021-04-06,0.23544145272385722,Black
672,2021-04-07,0.24082654978083906,Black
671,2021-04-08,0.2469630557294928,Black
670,2021-04-09,0.254351909830933,Black
669,2021-04-10,0.2618659987476519,Black
668,2021-04-11,0.2646211646837821,Black
667,2021-04-12,0.2691296180338134,Black
666,2021-04-13,0.2745147150907952,Black
665,2021-04-14,0.28315591734502193,Black
664,2021-04-15,0.289167188478397,Black
663,2021-04-16,0.29618033813400124,Black
662,2021-04-17,0.30256731371321227,Black
661,2021-04-18,0.3028177833437696,Black
660,2021-04-19,0.30457107075767065,Black
659,2021-04-20,0.30807764558547274,Black
658,2021-04-21,0.3115842204132749,Black
657,2021-04-22,0.315466499686913,Black
656,2021-04-23,0.31959924859110833,Black
655,2021-04-24,0.3234815278647464,Black
654,2021-04-25,0.3234815278647464,Black
653,2021-04-26,0.3247338760175329,Black
652,2021-04-27,0.3276142767689418,Black
651,2021-04-28,0.3298685034439574,Black
650,2021-04-29,0.3332498434564809,Black
649,2021-04-30,0.33562930494677523,Black
648,2021-05-01,0.3361302442078898,Black
647,2021-05-02,0.33650594865372574,Black
646,2021-05-03,0.33738259236067625,Black
645,2021-05-04,0.33926111458985597,Black
644,2021-05-05,0.3403882279273638,Black
643,2021-05-06,0.34289292423293677,Black
642,2021-05-07,0.34527238572323105,Black
641,2021-05-08,0.34627426424546026,Black
640,2021-05-09,0.34664996869129616,Black
639,2021-05-10,0.34815278647463993,Black
638,2021-05-11,0.35003130870381965,Black
637,2021-05-12,0.3510331872260488,Black
636,2021-05-13,0.35428929242329366,Black
635,2021-05-14,0.35716969317470254,Black
634,2021-05-15,0.3595491546649969,Black
633,2021-05-16,0.36030056355666873,Black
632,2021-05-17,0.36318096430807767,Black
631,2021-05-18,0.36443331246086413,Black
630,2021-05-19,0.3659361302442079,Black
629,2021-05-20,0.3688165309956168,Black
628,2021-05-21,0.36956793988728864,Black
627,2021-05-22,0.37119599248591106,Black
626,2021-05-23,0.3718221665623043,Black
625,2021-05-24,0.3725735754539762,Black
624,2021-05-25,0.37294927989981214,Black
623,2021-05-26,0.3744520976831559,Black
622,2021-05-27,0.3764558547276143,Black
621,2021-05-28,0.37883531621790856,Black
620,2021-05-29,0.3798371947401378,Black
619,2021-05-30,0.3799624295554164,Black
618,2021-05-31,0.3800876643706951,Black
617,2021-06-01,0.3807138384470883,Black
616,2021-06-02,0.3812147777082029,Black
615,2021-06-03,0.382592360676268,Black
614,2021-06-04,0.38359423919849717,Black
613,2021-06-05,0.3840951784596118,Black
612,2021-06-06,0.3840951784596118,Black
611,2021-06-07,0.38447088290544773,Black
610,2021-06-08,0.3857232310582342,Black
609,2021-06-09,0.38722604884157796,Black
608,2021-06-10,0.38810269254852847,Black
607,2021-06-11,0.3886036318096431,Black
606,2021-06-12,0.38922980588603634,Black
605,2021-06-13,0.3894802755165936,Black
604,2021-06-14,0.3902316844082655,Black
603,2021-06-15,0.391108328115216,Black
602,2021-06-16,0.3919849718221666,Black
601,2021-06-17,0.39273638071383843,Black
600,2021-06-18,0.3942391984971822,Black
599,2021-06-19,0.39486537257357546,Black
598,2021-06-20,0.3949906073888541,Black
597,2021-06-21,0.39574201628052597,Black
596,2021-06-22,0.3964934251721979,Black
595,2021-06-23,0.39686912961803383,Black
594,2021-06-24,0.39774577332498434,Black
593,2021-06-25,0.3987476518472135,Black
592,2021-06-26,0.3992485911083281,Black
591,2021-06-27,0.3992485911083281,Black
